distance,hour,weekday,traffic,duration
14.418368050248457,4,6,5,61.89727261224855
18.334395368550744,16,0,5,69.79130194472758
4.250660725321601,15,2,1,14.50113638032581
17.594496363906728,23,6,2,49.72227184478922
3.9872780297895702,9,2,2,19.72120676072251
17.652083311222988,21,0,3,58.47407503687158
11.423861614228425,20,1,3,44.57399511793053
10.936584703370846,19,1,2,38.399014567816664
1.236939710704361,17,6,3,22.23976598194958
13.122904449437538,3,1,5,59.15517913184364
5.381510609461785,9,5,5,44.0530784175376
11.725776654957654,11,6,3,45.53506191865024
2.4441673070006122,14,6,3,25.847362623015414
9.30870516986979,23,2,2,32.94194904527442
4.992737931669575,1,4,5,42.73413505463819
5.305018261653566,19,3,1,17.88411870581022
18.76872200438876,3,0,2,55.96447298822008
10.652968724547755,12,3,5,51.657011011374294
10.528348842119502,10,0,1,28.620677503582563
5.937885231854713,7,5,1,19.907837241371542
1.9767099066683422,7,5,2,18.97177144702703
16.923171746096763,16,0,5,67.77414189793775
8.853650019915982,13,5,3,35.87666978000044
7.781869259304608,9,5,3,36.83386913923305
18.8792199162177,3,2,1,48.65033226059261
10.393138312870093,1,2,2,37.143521593333695
12.21768198896864,15,3,3,47.66629067404287
1.3385381011078499,17,4,3,21.33952646620206
16.256151886217957,20,0,5,65.88906498853315
19.73468425393072,17,1,3,60.52278390423851
6.308457321245648,21,5,5,42.63955569210725
11.526127622909339,3,3,2,39.506827113884306
17.16493101149751,23,1,4,65.93880616456163
6.900056774938536,3,0,5,45.809777345599635
2.8884799044994973,16,4,4,31.530100341943452
8.216777564229904,1,1,1,23.034333213045667
5.850211335999388,17,5,1,18.71215547032871
2.7869044402283016,5,5,1,10.905570527623812
9.631456583692371,14,5,3,42.38439827469625
9.437866223706996,4,2,4,47.76981324955589
6.761468665057145,13,0,1,24.423312856453194
15.312384598108572,17,1,3,52.4539890845598
16.320704283133026,5,6,5,67.94155252964713
3.929007298202835,5,1,3,26.78990335860656
9.608258598894105,16,3,5,49.71506328522796
9.990246949820898,7,6,3,40.15030395117724
18.15958703558752,7,2,3,62.2383840944452
18.422103619498856,22,3,3,61.02714751469795
8.829543397081025,21,3,1,25.28904064905027
7.075110580325859,12,2,5,47.73080186371056
17.698902761168508,3,4,3,56.2871163235298
5.24228680737301,9,3,1,18.849333875798553
3.1152178214141673,9,6,2,21.769427143037046
15.909105862241386,15,4,4,61.30008642542231
13.13464391929597,9,1,1,38.068338278805044
7.6204543266624185,2,5,1,24.518519932539984
16.268291287293856,2,6,4,61.07767928394803
14.737401736587328,0,0,3,50.254044900057785
6.381764766472402,7,0,2,25.821600322293413
2.1204699947096177,3,2,4,28.18878357148022
13.73217000763406,16,1,1,35.96593965234971
13.512616414219123,7,1,1,35.24159423490213
14.854209512279116,14,3,3,50.9063827326828
9.998959133800637,1,4,3,42.58467007685314
12.566992920652424,19,2,1,32.352394406415286
14.145917715838372,9,3,4,56.12062105897404
8.570166737715246,12,3,3,37.050514929506676
5.42399590662717,10,1,4,36.52360359137216
19.621724116442326,5,3,5,75.57807330710763
13.085527669885543,1,2,4,51.60066632804305
12.910865010911134,16,6,1,35.648687375814376
4.218884940858086,10,6,5,39.76956676406271
3.201216692335984,22,5,3,28.13124138350957
11.052388239057223,2,5,1,30.64124555672891
18.694021544333733,1,0,2,54.43304345472278
17.088935242600947,14,6,4,62.66387677552407
10.645142862749884,9,2,1,31.115949426154224
16.920615018011425,14,1,4,60.76576828325646
4.533278190891413,22,0,3,26.246978052158703
1.137122949327727,8,1,2,15.217067780509616
3.8517657639749125,1,5,2,18.2069727048054
4.403360941809066,9,3,2,22.607281276220924
12.582353734382126,3,2,2,40.508058674237105
15.319145660762773,1,1,4,61.95319153032929
10.590621278603296,8,5,1,31.38940953822454
18.061976707288114,1,3,2,53.98358107801011
18.628092359933085,19,4,5,71.39152723486902
16.10696323116285,8,1,1,40.812508460878135
8.58227522140147,7,4,4,43.63076487146918
12.515256088042005,5,0,1,37.51305665064136
10.579924322998071,3,5,2,39.2817133139693
3.203506407024566,4,3,1,12.388213115787543
8.276482897752258,14,5,2,33.315328444257986
19.400762812018527,20,4,5,73.8221575889454
8.035010019664123,0,2,2,29.654126294394548
12.284244752094189,7,4,5,56.20781055879871
7.537203830556398,14,0,4,39.906508530604384
6.515231397615204,18,3,2,25.236425754121836
1.9164415094343976,5,5,3,22.441592527100116
10.468206308804072,4,6,2,35.214650433904104
13.288773602947177,13,1,4,56.8062165565929
10.700468344779313,9,6,5,52.770391067641306
8.62400547540362,9,0,4,45.33363693600295
19.21259849296301,19,6,4,65.60707721090462
18.30910277235578,18,2,5,72.09980608348808
8.875158095864956,22,1,3,38.7195594295453
3.373382480246695,0,1,3,27.353066462183744
18.84455373045373,22,0,4,66.28733022825965
2.1908921644746413,0,3,5,33.37996844176647
6.391517572361297,10,2,5,43.091686598144086
9.91007953840713,16,4,5,51.40560716405828
11.728816701194294,17,4,4,49.71253014798879
13.893833159865977,7,4,3,47.13076282087554
10.958232389902136,12,1,5,55.253429401176135
17.896433227554038,21,3,1,47.67409341530527
12.65530998718307,21,4,1,33.94167037613667
4.476611775709797,14,4,5,42.43370488164361
1.0602686411897269,6,5,2,14.136228428663964
9.31468033530881,14,6,4,46.05523522465246
16.380237046337463,17,0,5,64.86954596176388
8.343417863273451,4,1,4,43.742689780757544
9.931632549734742,7,0,1,27.89550634222472
19.97249118098287,18,0,5,77.232051546767
18.395336732364246,13,2,2,56.54627070194661
7.754081555777574,20,4,1,22.280993674564343
14.170709953751151,14,5,1,38.196323359062774
7.610517458186713,11,1,1,22.07794421101291
6.518531312091964,17,5,2,27.114543661586758
10.08414265894061,20,4,3,40.309865359107505
8.364420000533977,5,5,4,41.38418952021456
15.970845774721537,18,4,5,68.35228078882677
5.291928126055118,19,4,3,27.186021801812885
6.272500147710263,17,5,1,21.498550457330722
15.627867934064318,4,0,5,65.88001991820241
15.790655923370567,3,3,3,55.00603746237537
6.82275078332402,10,3,1,18.773805840258085
16.760108331836705,1,5,4,62.19031091330657
19.326302681821726,23,0,3,65.26027606784231
4.940238742978584,1,3,4,35.67661460573368
17.97363931294528,3,3,4,64.83177838344797
9.220642554305238,16,4,3,39.44701162081834
11.567154924574938,12,1,2,36.76026021413229
2.0622688175070127,19,4,5,34.956926893479405
19.96868384295689,3,4,1,51.29444112757569
13.412078930165878,17,6,4,52.439054615945935
11.45363608050472,14,6,1,30.211830654987768
8.227601584186733,15,6,2,33.01820244663496
14.797660598445459,13,5,2,46.49160447805314
6.34506807067562,2,4,5,44.920896468788314
1.8950541547597084,23,5,5,37.18687076355227
10.163641524770304,8,1,4,45.87067673932138
8.474998771388389,20,0,1,27.305151102147015
5.438484957392423,21,4,4,38.20839654240301
8.825075504470487,8,1,1,26.197637560860944
6.909150084196792,11,3,2,26.24006791887982
9.906451924512796,1,6,3,38.91636930617658
2.6440046900244574,20,4,5,37.141101016420365
17.922084894643422,12,4,1,46.096260026863064
12.75871487689373,12,5,3,48.77063114439719
7.494322172703817,4,6,4,44.197702033064715
17.005274544348225,6,0,3,55.76259360605674
9.152167765872937,9,5,5,53.639052973713184
5.815201733666257,0,2,2,26.336291998027257
19.38344867708778,8,4,2,54.778029194355064
7.992570570083103,21,4,5,46.98332510205571
16.524092919091913,0,2,5,69.67396566718882
7.668741069664121,7,1,2,27.140321725132416
5.731128238696805,9,6,5,41.4178420658833
10.285300614909781,0,5,2,35.75587353528596
14.737027108644023,16,1,1,42.64480717372236
4.772929707002666,19,1,4,35.25663260233918
11.937797842473406,3,4,4,50.21967728832768
11.455578822610375,11,3,3,43.70181728716698
6.340277422977131,2,1,1,19.78422085452598
14.387523294848654,17,6,3,53.578438012345515
15.487717526924033,3,1,2,49.39311350556543
7.69438806912041,17,0,3,35.359297624459685
4.536433709049446,2,1,5,38.0388325441933
17.799647869943236,7,4,4,66.98331610657458
9.116842947160908,10,6,2,35.904641161529725
8.734892533005057,13,0,3,37.46002191492341
9.042486604439203,11,6,5,51.049699899434316
2.0259987027031796,17,5,1,12.039027236540822
7.486650706891611,0,4,4,38.56969638059451
2.582344034238483,23,5,2,18.02764660321737
17.010817917192906,0,2,4,60.645989586662594
8.695532942218339,22,6,5,47.52450297669685
5.701143810586308,6,0,2,23.791674300522825
2.031411986442945,21,3,5,32.37639676637749
18.765154530568545,22,3,1,47.091457553928
9.296687226846554,8,1,2,33.93379957030537
7.240120508932028,21,0,2,26.74448647752127
15.537418907603515,5,5,5,65.62902834468314
11.909892976632339,3,2,5,58.630983661485914
16.625199669771746,15,3,5,65.70874874514914
11.155876731117075,1,4,4,47.7445452155949
2.537311218510167,12,6,1,10.475946920084802
15.57717872738348,6,5,5,65.8105355403685
8.195620442449766,9,3,4,41.8053120528229
3.5731930157797027,9,3,4,34.92136642511232
4.654128154760156,10,2,5,40.32801222420892
1.7280951717990938,4,6,3,19.106932700629127
15.937668442710992,20,1,1,41.00923044511686
4.8162463805476055,8,6,2,20.286022535059217
11.361078157642336,9,4,3,43.590347999163136
1.6158063552621984,6,3,2,13.556269157561921
13.309236267465081,3,5,2,42.89211052548953
1.1964513896074425,5,1,2,13.52142766720748
8.129123605588305,16,6,5,46.59659263467951
18.02790319159437,14,5,4,67.86622928877273
3.207225436403306,3,2,3,25.3966087545298
10.918051772975783,19,3,5,56.10045404185181
3.2130398855961095,23,5,3,22.852919863344034
2.145738747756971,8,4,2,17.697542162397312
11.21057041199747,7,3,1,32.012783365765436
17.12969062667379,23,2,3,58.998882366037165
14.038921164326908,11,2,1,37.688918019067884
12.984851880122141,17,0,4,54.16526247442744
5.947663993611036,18,4,3,31.241980104412107
19.145327996315853,11,2,2,55.24284419783623
2.4512167595385415,4,0,4,30.709770268166356
4.336250615966786,14,6,4,32.070349445158364
1.7563834810037817,13,5,1,9.57320085069722
16.08939223301302,10,1,5,67.92184880360807
4.449469158009467,19,6,2,22.505173127062083
18.480903571727392,15,1,5,74.25038968239225
9.69419181416728,4,2,3,38.18689006291845
13.705681965986757,4,3,2,40.85664625940886
8.9953965017853,10,2,5,53.07196560682786
19.120882544671886,5,0,1,52.40590162608366
5.947510490468163,14,0,5,41.53974830923888
6.214265338065092,5,5,4,40.90677015345774
18.120514651155304,2,6,1,49.963413505899695
16.995580207856264,12,4,4,63.204616890139036
1.016366057799977,17,6,2,13.07546873022397
9.128800898949564,23,1,3,40.748809966867626
13.502185131260125,14,3,3,46.25917139761507
12.582005054000293,3,4,2,42.357430741007775
1.7829549157788251,19,4,3,23.90401336958656
10.497098307957433,5,6,1,30.379424367358343
12.263729177012344,8,4,3,44.29726619595737
1.7741355110767008,19,3,2,15.373012970816589
12.96615853299218,9,4,1,33.267575974183
2.736231800581922,23,6,2,18.513392534589794
17.674663355628784,3,2,5,70.1720415204471
1.1479274748014356,14,2,1,9.263778759049682
8.67823170275164,9,6,5,48.49813114951393
2.444900056165574,14,1,2,18.299378556559045
15.837233157673683,17,4,4,58.633409877308466
11.97897893826522,8,2,5,57.98853268246025
8.663282753666092,16,5,2,30.710699076446897
8.649537791214644,21,1,5,48.572728722757326
10.955752817677244,8,1,4,47.4422583469937
7.427573574746246,16,4,1,21.89470743457899
7.555264010910758,20,3,2,28.694515408714135
7.352919171214542,4,4,3,33.41672717100621
19.500666122359437,6,1,4,70.02521729253165
9.798071282960525,9,6,1,26.29729877496803
8.937152522066018,9,3,3,36.357738899389375
10.124250902927551,20,2,3,40.18199726138557
19.403705046017045,16,3,3,61.38958653937076
4.080538757485121,23,2,2,23.800095637774966
13.114304567340108,8,0,3,48.12209986881586
12.906447252941767,21,0,4,51.40645552426611
19.929317399058483,13,5,5,78.81214058128381
16.25328147934316,6,0,5,66.96740643320334
9.34397490056377,1,1,2,33.98996400152806
14.330800688124496,2,2,3,50.084454437602844
6.107154529557165,7,2,1,22.77085409731371
8.112543299208335,16,3,5,46.75779698483892
5.779271935741959,13,0,2,23.25674670981631
5.64057586200571,15,6,3,29.26713519572497
6.717947224881424,19,3,1,21.46714343795754
19.795813744438462,0,0,2,57.024201144594684
16.999689481632018,5,3,1,43.60079345186267
8.883558026913008,6,3,2,31.645417824246415
1.8780805493817536,7,5,3,21.781960032577437
9.452402338428389,2,0,4,48.4954652676446
16.059981922864814,4,5,2,50.26771848530964
6.084069202030081,16,1,3,31.054233282240695
19.676177210951785,7,4,1,52.54143316806268
12.965277439698813,9,3,2,44.34553463057702
18.444509834639636,20,6,1,49.231361649160284
3.359642870691907,23,3,5,35.95658701165092
7.366599716378877,2,1,3,36.49222466280428
6.429396924107009,16,5,2,27.01546735165482
19.131606221530642,2,1,2,58.77128442943131
19.759935222504215,18,6,3,64.40288463548957
4.586523624313879,15,3,2,25.125286846808056
9.055079285599097,12,4,2,33.59024337202354
11.20605176789714,2,2,3,45.20226407278752
7.909256799925137,17,6,2,29.047989465786216
6.410005092340246,22,6,5,42.67877838846069
6.28860786546205,12,3,1,19.96170225134622
16.77316574963669,4,5,2,51.188016259745055
8.6244891938346,14,6,1,28.52027405414038
1.3466375282958467,6,1,4,27.6678971323516
7.927826868088825,19,0,5,49.93245992940434
5.203793420313262,17,5,2,25.831491731779582
1.9530874338260586,10,0,5,35.937874561269254
11.436528081970463,0,6,5,55.2168778623641
4.7459574820754575,20,0,5,42.64849203513944
6.9548529803672965,14,4,1,23.55767903069257
14.594504417634145,13,0,3,49.914386772819995
1.7170143535939777,21,6,2,14.135638546264257
17.792978468416713,22,0,5,68.167383377746
8.744263351747529,6,4,1,28.060486156238856
18.241626950957745,4,2,3,61.877379378165784
7.382645976601024,9,5,3,36.48025715610464
17.543418541675845,4,3,1,47.767989316481845
6.473252040168319,12,1,5,42.02330815091751
19.985766670758974,20,6,4,70.89343355288361
16.24303258342526,22,0,1,46.349608622034644
11.382642337600458,23,4,4,47.30745728740309
6.02769459931514,21,2,5,42.28175883804506
13.7354910445514,9,1,5,62.76308957586641
11.827698840788084,18,4,4,50.15777277364442
18.874280612709157,16,0,5,72.287019171646
5.760299716775611,3,5,3,30.615680107600006
19.57778489428518,18,1,1,51.67564023335742
15.299897470912272,12,2,1,40.20121288434666
11.426182420844537,16,5,1,33.12779833355671
14.348394481722806,10,3,4,59.388329311250075
3.200486060031296,0,3,3,23.287243810403098
12.236969118717491,21,3,5,58.64776485920859
12.837883321067483,2,5,5,61.749497930476906
12.417201875774355,6,0,1,34.39885456435165
12.703129152209662,21,5,4,53.2615537581992
14.840097132629486,22,5,4,58.53751324022814
15.554833469672783,6,5,5,67.48882892309031
17.831846293309425,7,5,4,63.824442897096304
18.372634614935173,20,4,3,62.32794239834776
2.144180931192162,14,2,2,16.776814218970838
12.70767625230391,16,0,5,60.23806347183884
7.8391967584369,17,3,5,50.81670510209872
14.170630112195843,16,1,5,62.46529279576953
15.994282738181752,5,4,5,67.77737947667927
6.291592573179235,14,0,4,35.73389628818649
7.245698421920498,3,4,4,40.368059266215624
19.028160232397816,10,1,3,63.21166188658053
17.166071875133476,23,4,3,56.84037328080375
14.73873297248244,22,0,3,50.37483300088756
6.660385052889696,15,2,1,22.54341277004124
11.395605590978947,23,0,1,29.463106894469092
13.739647818419035,2,2,4,56.07191639300116
2.234223261113081,11,0,5,34.785616999873476
15.055124080055677,12,1,2,45.14541727023834
2.9986051926780672,20,5,5,39.292539343919806
17.481895632165287,3,6,2,52.729993993236135
5.0054184463857245,11,2,1,16.837735336916175
1.4351307244024512,20,1,3,23.908148862060393
3.5650201689499825,17,6,1,11.397463498337004
11.956449069409327,23,2,3,48.15111081423974
6.549900547211103,7,0,5,45.83512187382588
6.997346041908481,23,5,2,29.279921373558338
3.3147147663559435,2,1,4,31.666026440511406
14.232060507122668,13,1,4,54.125956034700124
15.955098041246464,16,3,5,69.49295693699474
4.59122580486202,2,4,2,23.596438457124094
17.078097272453373,20,1,2,49.34169044058417
10.449936042461607,18,2,2,37.6763100620268
15.427805963824282,13,2,2,45.70522478157562
7.555871384001168,1,5,1,25.904969543368686
14.151915694743765,14,5,3,48.72440295431834
8.335587264981534,13,4,4,43.930992615818596
6.9489833162336785,10,2,4,40.61926627906832
4.184979201015495,10,1,4,35.88265833199528
1.1763518958163124,10,1,4,29.399940514260532
6.38340345743085,13,6,4,37.36845377068005
18.460319755013728,19,4,2,52.144135256455826
17.157702690511623,1,2,3,56.54920819004618
14.075344096152701,18,0,3,52.03576588794471
3.3649249760602196,12,2,2,20.05185596329218
4.528602158363661,1,0,5,43.02252478703007
9.61615503103559,17,6,5,54.14230801774307
3.909490208906961,8,3,3,24.659796694955723
9.647053125076756,21,1,2,33.88241456196512
9.349947996504653,23,0,3,42.45922206311201
13.17542718093167,19,5,2,42.62311809867858
7.832502053531911,4,1,2,32.23034569724673
8.640127424371975,12,5,4,42.821980094281884
15.85302845719566,0,5,4,58.08967370191374
17.739998820177423,19,4,5,70.57713010315955
7.488449560227634,5,6,5,48.103766081954795
3.742305895919932,14,6,1,16.873441208985927
18.527903700022478,23,4,2,53.99740648200888
10.01134842590293,14,0,5,55.036392912262755
14.909889097785847,19,3,3,51.856912733561586
5.189945443064918,13,0,4,37.32711672914368
8.515464324173049,18,0,5,48.66746197415017
2.4601486896584066,17,2,2,19.310387553926407
8.978806399877957,19,6,5,51.219261901587856
3.9575404071620564,15,2,3,25.682886518935113
16.39001514854776,16,0,1,46.60825118395064
5.652353754158098,12,2,5,44.0152196993581
13.741179587369777,15,5,5,62.58482656316588
19.510378261013837,13,4,1,52.35898221203146
16.03484096180774,1,1,5,68.08792355532916
1.5771531644300842,12,6,1,8.517635298399775
18.466690047360792,3,4,2,55.54757768278644
8.445196260425195,6,5,4,43.33287382451029
1.7260971339140263,6,1,2,15.357043831417727
13.51579126376202,4,1,1,36.90187773157493
1.0052543444537665,0,5,2,12.931732288436512
1.220653874878976,5,5,5,33.26106275642976
7.9712842727211815,12,5,4,44.74956405626198
16.202372712091176,13,0,3,54.26506565268586
17.36725824752257,23,2,2,50.78836479458966
7.066207037750931,14,0,4,41.34357844227174
16.430273638150055,20,0,1,41.438844002210196
10.528497856165021,9,0,5,53.67509622381714
8.559702448255917,23,1,2,31.021184271556727
15.12951852211713,4,1,2,45.83609988914775
2.8977508560085137,10,3,5,35.58722051951276
16.343595692534194,23,2,2,47.65327050756676
15.70214872928658,6,5,2,47.99655048725459
2.6710721976637233,9,1,2,17.56212598626192
14.14651843296572,22,0,2,47.077806307084316
4.753977438158225,2,3,4,36.759359054885095
7.225106324839002,14,3,4,41.731426115258486
3.123215358474494,8,1,5,38.03143331423932
18.948148725815937,0,1,4,65.57475336615913
4.044490940561627,16,1,5,36.882229676666
9.61660471269346,8,1,4,47.32344503238724
6.176969271091605,16,1,4,40.44070104046783
3.921219578790953,22,6,4,32.81491616206474
17.718792661758243,7,5,4,64.01388309525386
18.153008867236636,23,3,1,48.29807071298839
14.131088185005588,7,6,5,64.82140013939721
5.052603947391737,21,6,4,35.06631797777368
6.944648333312157,4,6,3,32.84382238375366
8.13922959890051,19,3,1,22.052680841634785
6.110742033022515,21,4,3,31.42251122043433
13.813010998142683,22,6,2,43.837055882612106
19.49994629665873,10,2,3,65.20007992818475
14.669734513185269,21,5,5,63.57628406697138
17.694666533926863,1,3,1,44.953006314061184
3.387192128716833,16,3,1,15.979219163842735
1.4909673092447426,20,3,1,8.689872110322526
10.329143509895319,4,6,3,42.94610150360483
9.11538564746984,23,2,1,26.742707618569693
11.809565472988528,0,3,1,34.042870178365966
6.850180132002093,16,1,4,38.045269394401544
15.979104057460043,11,1,2,47.209418773697266
9.778075067067997,22,0,4,45.827958541555454
4.513514460030034,13,5,5,38.43029864303608
1.5933363792566781,14,4,4,28.70726892324193
10.51859462310774,7,0,1,29.721342158686383
12.396580448190477,21,6,2,38.92896624637922
13.837422752126297,12,4,1,38.01570662211409
9.661381640077433,10,0,3,41.24005914207774
8.737689270927834,3,5,1,23.195645586576298
16.25539387076073,16,3,1,45.07089768499022
9.699949286568579,7,2,5,50.67503644538426
3.6183629689462826,5,6,3,27.471073475464067
4.7620048686082,3,0,2,25.47542518536778
14.269257477533937,4,5,2,43.47055852643748
18.33235524092988,10,3,5,73.85140157400203
13.791770264245415,6,4,1,36.9585096179526
8.389071961989622,12,2,1,27.17958515836494
3.737701870907251,15,1,3,27.541929901626013
18.367680877463986,14,4,4,66.58152686619974
2.4717087585707493,15,6,1,12.743874853056415
17.56300223538671,0,3,2,53.15647375194473
18.539215140628677,2,1,4,65.28819181497298
18.731590258261296,13,1,4,69.4195111061823
4.060741375030961,22,0,3,27.69838084677148
2.9808242738721615,23,0,3,23.58826810678973
19.965140999638965,0,6,2,59.00693389061506
17.481524192829678,14,2,3,60.46111034854082
15.45343501088533,8,0,1,42.67170217446844
17.436958912455836,15,6,5,70.77297412416075
14.1902240164256,21,5,1,39.43074508322654
1.501528057410832,10,3,4,29.98029986735216
11.29545116368646,11,2,3,44.8106395452856
2.8994810814448377,6,3,1,14.705883427625043
19.786861607505784,3,4,4,66.7190226321474
13.08161473678155,21,2,3,47.70917860886943
14.037770567350098,16,1,3,47.97606398423456
15.732468327635148,7,5,4,58.27539161932718
13.323253476567073,23,0,1,36.9909225620361
6.88713123825758,17,0,5,43.76664836464928
8.772269827928806,8,0,1,24.48295650064268
15.236479971841,15,5,4,59.43446404115031
15.587833039837975,8,1,5,68.73113926617438
2.13678670515433,14,5,1,13.615254299704118
8.315863756397711,11,6,4,43.379456860728595
19.719136901612718,16,1,2,58.189634038131665
10.30442897294574,0,1,2,38.527110142643835
1.948712804315662,22,5,2,17.860619893094633
15.82152159590175,16,1,3,55.367262877781066
13.731374210894781,19,2,4,58.4377702326617
12.825730045808703,2,2,3,45.960230488856006
18.991690027957965,17,4,5,76.11422200525917
19.49651236045046,1,4,3,61.8580397217039
18.448339222482055,4,2,2,55.971535126005826
9.272217596466989,4,2,1,24.68363932446429
14.017198291653054,12,4,3,48.36922576544795
4.4505858815533,3,3,1,18.5693220604468
19.803647064809876,14,2,1,49.90126353739626
4.771364953707231,17,3,4,36.651724577999516
19.692308099583858,8,2,2,55.23907699885415
6.802933562303824,4,5,5,47.181494484861744
10.92076301196329,4,1,1,33.74021652120672
3.9095283009889217,18,6,3,24.48644212242558
17.85080514577901,0,5,1,46.09379012579958
16.094059657615194,23,4,4,59.74666050335499
14.371295213190994,0,6,4,57.646854328105086
14.272050286360624,23,2,2,46.61598589106357
18.929790859931558,18,1,5,74.1792545868208
14.194566257349802,0,4,1,40.02381654368011
12.134370491434865,3,6,3,43.74197741063431
9.101580362599657,7,2,1,27.77755686093905
3.3019702789957943,4,2,2,19.370172360320915
9.215162168136128,20,1,5,49.130577754215395
15.206361846370577,17,6,2,46.91004475497962
14.10275186683148,10,1,1,39.678750791457205
7.641641716691605,18,0,2,30.667635562473805
6.886231597747285,16,1,4,40.8633770351592
10.655054523877471,16,4,3,42.19269282102874
4.287579286095996,19,2,5,37.448977767642475
18.008496451882298,1,5,2,54.121565463380534
14.13350322636863,6,1,4,54.08334818782824
1.020843550261235,3,3,2,15.3654835066054
5.5118670356271755,15,2,1,21.33270079798055
2.599726657803387,18,6,4,31.730375453724488
16.741603340354384,5,6,3,58.860657391808864
11.942456798701242,13,5,5,58.34353410246926
9.612671417813512,0,1,4,47.94267802009168
16.785860662804048,5,0,5,65.80594948853523
2.3840436494154353,15,1,5,32.842431243976286
15.058342319934845,11,6,1,38.81294060182589
15.08720778284499,13,6,4,61.31192585875293
12.117833239888967,8,2,1,35.85942540159625
19.98550652945232,19,6,5,73.38402663589258
9.966309685755732,21,3,1,28.44426131245324
18.07067327457702,13,6,4,65.63042149860715
13.135198342564228,7,1,1,36.442809263266
18.199272773775572,10,5,4,64.42374568067322
4.498756919414005,13,4,1,15.669603644917274
6.3189007389380905,17,1,4,38.465568177537534
17.23576314999094,15,1,5,71.27270343046776
3.7133300223482566,9,1,3,28.331577961840807
1.3712499569742056,18,4,3,21.398670309067995
8.00582802364049,19,3,4,43.36736161925768
18.81167063102233,9,5,4,67.33616679399385
16.188274545860345,1,3,1,42.381381988946025
4.228662557786133,0,1,4,31.98806567545301
12.209792067545349,13,4,3,47.665918065109
12.495557549301704,6,6,4,50.04699470077516
17.988323282756717,13,5,5,70.00124047441622
6.34714806203416,1,6,5,44.43366012189372
15.250038362557186,18,3,2,48.45017533365388
8.792938429942023,2,1,4,44.09419573866583
10.151055365459394,0,1,1,28.99246046588539
19.30368073000692,0,3,3,60.10290022016536
